Period,Location,Gender,Age-group,Occupation,Income Level,"Personal Hygiene (eg Soap, toothpaste)",Cleaning products,Long lasting (dry) groceries,"Fresh groceries (Fruits, vegetables)",Medicines/Natural remedies,Alcohol beverages,Skin care (eg. Body lotion),Hair care (eg. Shampoo),"Entertainment (eg. Restaurants, movies)","Electronics (eg Phone, Computers)","Beauty (eg Makeup, cosmetics, haircuts)",Clothing,Airtime/Data bundles
2020-06-20,N15,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Same,Less,Less
2020-06-20,N16,Female,Millennials,Salaried employee,,More,More,More,More,Less,Don't know/Don't buy,Same,Same,More,Same,Less,Same,More
2020-06-20,N16,Female,Gen X,Salaried employee,,More,More,More,More,Less,Don't know/Don't buy,More,Same,More,Same,Same,Same,More
2020-06-20,N16,Male,Gen Z,Salaried employee,,More,More,Same,Same,Less,Less,Less,Less,More,Less,Less,Same,More
2020-06-20,N16,Female,Gen Z,Self employed/Contractor,,More,More,Same,More,Less,Don't know/Don't buy,Same,Same,More,Same,Same,Same,More
2020-06-20,N16,Male,Millennials,Salaried employee,,More,More,More,More,Less,Don't know/Don't buy,Same,Same,More,Less,Less,Same,More
2020-06-20,N16,Male,Gen X,Salaried employee,,More,More,More,More,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Same,Same,Same,Same,More
2020-06-20,N16,Female,Gen X,Salaried employee,,More,More,Same,More,Same,Don't know/Don't buy,More,Same,Same,Same,Same,Same,More
2020-06-20,N16,Female,Gen X,Salaried employee,,More,More,More,More,Same,Don't know/Don't buy,Same,Same,More,Same,Same,Same,More
2020-06-20,N16,Male,Millennials,Unemployed,,More,More,More,More,Same,Less,Same,Same,More,Don't know/Don't buy,Less,Same,More
2020-06-20,N16,Male,Millennials,Salaried employee,,More,More,More,More,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Same,Less,Less,Same,More
2020-06-20,N17,Male,Millennials,Salaried employee,,Same,Same,Same,Same,More,Don't know/Don't buy,Same,Less,More,Same,Less,Same,More
2020-06-20,N17,Female,Gen Z,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Don't know/Don't buy,Same,Same,Same
2020-06-20,N17,Male,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Same,Less,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N17,Female,Baby Boomers,Unemployed,,Same,Same,Same,More,More,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,More
2020-06-20,N17,Male,Millennials,Business owner,,Same,More,Same,Same,Same,More,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same
2020-06-20,N17,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,More,Same,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same
2020-06-20,N17,Male,Gen X,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same
2020-06-20,N17,Female,Gen Z,Student,,Same,Same,Less,Same,Same,Less,Same,Same,Same,Less,More,Same,Same
2020-06-20,N17,Female,Millennials,Self employed/Contractor,,More,More,More,Same,More,Same,Same,Same,Less,Less,Same,Same,More
2020-06-20,N17,Female,Millennials,Salaried employee,,More,More,More,Same,More,Less,Same,Same,Less,Less,Less,Less,More
2020-06-20,N17,Male,Millennials,Self employed/Contractor,,More,More,More,Same,More,Same,Same,Same,Same,Same,Same,Same,More
2020-06-20,N17,Male,Gen X,Business owner,,More,More,More,Same,More,Same,Same,Same,Less,Less,Same,Same,More
2020-06-20,N17,Male,Baby Boomers,Business owner,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N17,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N18,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,More,Less,Less,Less,Same,Less,Same,More
2020-06-20,N18,Female,Gen Z,Student,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Same,Same,More,Same,More
2020-06-20,N18,Male,Baby Boomers,Unemployed,,Same,Same,Same,Same,More,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N18,Female,Gen X,Salaried employee,,Same,Same,Same,Same,Same,Don't know/Don't buy,Same,Same,Less,Less,Less,Same,Same
2020-06-20,N18,Female,Millennials,Salaried employee,,Same,More,More,More,Same,Don't know/Don't buy,Same,Same,Less,Same,Same,Less,More
2020-06-20,N18,Male,Baby Boomers,Salaried employee,,Same,More,More,Same,More,Same,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N18,Male,Millennials,Salaried employee,,Same,More,Same,Same,Same,Same,Same,Less,Same,Less,Less,Less,Same
2020-06-20,N18,Female,Millennials,Salaried employee,,Same,More,More,More,Same,Don't know/Don't buy,Same,Less,Less,Same,Same,Less,More
2020-06-20,N18,Male,Millennials,Salaried employee,,More,More,More,More,More,Don't know/Don't buy,Less,Less,Less,Less,Less,Same,Same
2020-06-20,N18,Male,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Less,Same,Same,Don't know/Don't buy,Same,Same
2020-06-20,N19,Female,Millennials,Business owner,,Don't know/Don't buy,More,More,More,More,More,Don't know/Don't buy,More,More,More,More,More,More
2020-06-20,N19,Male,Millennials,Business owner,,More,More,More,Same,More,More,More,More,More,Same,More,More,Same
2020-06-20,N19,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N19,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,More
2020-06-20,N19,Male,Millennials,Business owner,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N19,Female,Gen X,Unemployed,,Same,Same,More,Same,Same,Same,More,More,More,More,Same,Same,Same
2020-06-20,N19,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Same,More,More,More,More,More,Same,Same,More
2020-06-20,N19,Male,Gen Z,Self employed/Contractor,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N19,Male,Millennials,Salaried employee,,More,Same,Same,Same,Same,More,More,More,More,More,More,More,Same
2020-06-20,N19,Male,Gen X,Business owner,,More,More,More,More,More,More,More,More,Same,More,More,More,More
2020-06-20,N2,Female,Gen Z,Salaried employee,,More,More,Same,Same,Same,Same,Same,Same,Less,Less,Less,Less,Same
2020-06-20,N2,Female,Millennials,Business owner,,More,More,More,Same,Same,More,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Female,Millennials,Self employed/Contractor,,More,More,Same,More,More,More,Less,Less,Less,Same,Same,Less,Same
2020-06-20,N2,Female,Millennials,Salaried employee,,More,More,More,More,Same,More,Less,Less,Less,Less,More,Less,Same
2020-06-20,N2,Male,Millennials,Business owner,,More,More,Less,More,Same,More,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Male,Gen X,Business owner,,More,More,More,More,Same,More,More,Same,More,Same,Same,Same,Same
2020-06-20,N2,Male,Millennials,Business owner,,More,More,More,More,More,More,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Male,Millennials,Salaried employee,,More,More,More,Same,Same,Same,Less,Same,Less,Less,Less,Same,Same
2020-06-20,N2,Male,Millennials,Salaried employee,,More,More,Less,More,Less,Same,Same,Same,Less,Same,Less,Less,More
2020-06-20,N2,Female,Gen Z,Salaried employee,,More,More,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Female,Millennials,Business owner,,More,More,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,More
2020-06-20,N2,Male,Millennials,Business owner,,More,More,More,More,Same,Same,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Male,Millennials,Salaried employee,,More,More,More,Same,More,Same,Same,Same,Less,Less,Less,Less,Same
2020-06-20,N2,Male,Millennials,Business owner,,Less,More,Less,More,Same,More,Less,Less,Less,Less,Less,Less,Same
2020-06-20,N2,Male,Millennials,Salaried employee,,More,More,Same,Same,Same,More,Same,Same,Less,Same,Less,Less,Less
2020-06-20,N20,Female,Gen Z,Student,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Same,Less
2020-06-20,N20,Male,Millennials,Business owner,,Less,Less,Same,Less,Less,Less,Less,Same,Same,Less,Less,Same,Same
2020-06-20,N20,Male,Gen Z,Student,,Less,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Gen X,Self employed/Contractor,,Less,Less,Less,Less,Less,Same,Less,Less,Same,Less,Less,Less,Same
2020-06-20,N20,Female,Gen Z,Student,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Gen X,Unemployed,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Gen X,Business owner,,Less,Less,Less,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Gen Z,Student,,Less,Less,Less,Same,Less,Less,Less,Less,Same,Less,Less,Less,Same
2020-06-20,N20,Male,Gen X,Unemployed,,Same,Same,Same,Same,Less,Same,Less,Same,Less,Less,Same,Less,Less
2020-06-20,N20,Female,Gen X,Salaried employee,,Less,Same,Same,Less,Less,Less,Same,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Millennials,Business owner,,Less,Less,Same,Same,Same,Less,Same,Less,Less,Less,Less,Less,Less
2020-06-20,N20,Male,Millennials,Unemployed,,Same,Same,More,Less,Less,Same,Less,Same,More,Less,Less,Less,More
2020-06-20,N20,Female,Millennials,Business owner,,Same,Same,Same,Same,Less,Less,Less,Less,Less,Same,Less,Less,More
2020-06-20,N21,Male,Gen X,Salaried employee,,Same,More,Same,More,More,Same,Same,More,Same,Same,More,More,More
2020-06-20,N21,Female,Gen X,Unemployed,,Same,More,Same,Same,More,Same,More,More,Same,Same,Same,More,More
2020-06-20,N21,Male,Millennials,Salaried employee,,Same,Same,More,More,Same,Same,Same,More,More,Same,Same,Same,More
2020-06-20,N21,Female,Millennials,Unemployed,,Same,Same,More,Same,Don't know/Don't buy,More,More,More,Same,More,Same,More,More
2020-06-20,N21,Male,Millennials,Business owner,,Same,More,Same,Same,Same,More,Same,More,More,Same,Same,More,More
2020-06-20,N21,Female,Millennials,Salaried employee,,More,More,Same,Same,Same,More,More,Same,Same,More,More,Same,Same
2020-06-20,N21,Male,Millennials,Unemployed,,More,More,Same,Same,More,Same,More,More,Same,More,Same,More,More
2020-06-20,N21,Female,Gen X,Business owner,,Same,More,Same,Same,More,Same,More,Less,Less,Less,Same,Same,Same
2020-06-20,N21,Female,Baby Boomers,Salaried employee,,More,More,More,More,Less,More,Don't know/Don't buy,Don't know/Don't buy,Same,More,Same,More,More
2020-06-20,N21,Female,Millennials,Salaried employee,,Same,More,Same,Same,More,More,More,More,More,More,More,Same,More
2020-06-20,N21,Male,Gen X,Salaried employee,,Same,More,Same,Same,Same,More,Same,More,More,More,Same,More,Same
2020-06-20,N21,Female,Gen X,Salaried employee,,Don't know/Don't buy,Same,Same,More,More,More,More,Same,Same,More,More,Same,Same
2020-06-20,N21,Female,Gen X,Business owner,,Same,More,Same,Same,More,Same,Same,More,Same,Same,More,Same,More
2020-06-20,N21,Male,Gen X,Business owner,,More,More,Same,More,Same,More,More,Same,More,Same,Same,Same,More
2020-06-20,N22,Female,Millennials,Business owner,,Less,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,More
2020-06-20,N22,Female,Millennials,Self employed/Contractor,,Less,Same,More,More,More,More,Don't know/Don't buy,Same,Same,Same,More,More,More
2020-06-20,N22,Male,Millennials,Salaried employee,,Less,More,Same,More,Less,Less,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,Don't know/Don't buy,More,More
2020-06-20,N22,Female,Millennials,Unemployed,,Less,Same,Same,Same,Same,More,More,More,Same,Don't know/Don't buy,More,More,More
2020-06-20,N22,Male,Baby Boomers,Self employed/Contractor,,Less,Less,Same,More,More,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Same,More
2020-06-20,N22,Female,Gen X,Self employed/Contractor,,Same,More,Same,More,More,More,More,More,More,More,More,More,More
2020-06-20,N22,Female,Gen X,Business owner,,Same,Same,Same,More,More,Don't know/Don't buy,More,More,Same,More,More,More,More
2020-06-20,N22,Female,Baby Boomers,Self employed/Contractor,,Less,Less,Same,More,More,Don't know/Don't buy,More,More,Same,Less,More,More,More
2020-06-20,N22,Male,Millennials,Salaried employee,,Less,Less,Same,Same,Less,Same,Don't know/Don't buy,Don't know/Don't buy,More,More,Same,More,More
2020-06-20,N22,Male,Millennials,Self employed/Contractor,,Same,More,Same,More,More,More,Don't know/Don't buy,Don't know/Don't buy,More,More,Same,Same,More
2020-06-20,N23,Female,Millennials,Salaried employee,,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy
2020-06-20,N23,Female,Millennials,Business owner,,Same,Same,Same,Less,Less,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,More,More
2020-06-20,N23,Female,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Same,Same,Same,Same,Same,More
2020-06-20,N23,Female,Millennials,Salaried employee,,More,Same,Same,Same,Less,Less,Same,Same,Same,More,More,More,More
2020-06-20,N23,Male,Gen X,Salaried employee,,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy
2020-06-20,N23,Male,Millennials,Salaried employee,,More,Same,Same,Less,Less,Same,Same,Same,Same,More,More,More,More
2020-06-20,N23,Male,Gen Z,Salaried employee,,More,Same,Less,Less,Less,More,Don't know/Don't buy,Don't know/Don't buy,More,More,More,Same,Less
2020-06-20,N23,Male,Millennials,Business owner,,More,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,More,More,More,More,More
2020-06-20,N23,Female,Millennials,Salaried employee,,More,Same,Less,Less,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,More,More,More
2020-06-20,N23,Male,Millennials,Salaried employee,,Less,Same,More,Don't know/Don't buy,More,Less,Same,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,More,Same
2020-06-20,N24,Female,Millennials,Business owner,,More,More,More,More,Same,Less,Same,Same,Same,Less,Same,Same,Same
2020-06-20,N24,Male,Millennials,Unemployed,,More,Same,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N24,Female,Millennials,Unemployed,,More,More,More,More,Same,Less,Less,Less,Less,Less,Less,Less,More
2020-06-20,N24,Male,Millennials,Salaried employee,,More,More,More,More,More,More,More,More,More,More,More,More,More
2020-06-20,N24,Male,Millennials,Unemployed,,More,More,Don't know/Don't buy,More,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Less,Less,Less,Less,More
2020-06-20,N24,Female,Millennials,Unemployed,,More,More,Don't know/Don't buy,More,More,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,More
2020-06-20,N24,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N24,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N24,Male,Gen Z,Student,,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Don't know/Don't buy,Less,Don't know/Don't buy,Don't know/Don't buy,Less,More
2020-06-20,N24,Male,Baby Boomers,Salaried employee,,More,More,More,More,More,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,More
2020-06-20,N24,Female,Gen X,Self employed/Contractor,,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N24,Male,Gen Z,Student,,More,More,More,More,Same,Same,Same,Same,Less,Less,Less,Less,More
2020-06-20,N24,Female,Gen X,Self employed/Contractor,,Less,Less,Less,Less,Less,Don't know/Don't buy,Less,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Less,Same
2020-06-20,N24,Male,Gen X,Business owner,,More,More,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N24,Male,Millennials,Business owner,,More,Less,More,More,More,Same,Same,Same,Same,Same,Same,Same,Same
2020-06-20,N25,Male,Gen X,Salaried employee,,Same,Same,Same,Same,Less,Don't know/Don't buy,Less,Less,Less,Same,Less,Less,More
2020-06-20,N25,Male,Millennials,Salaried employee,,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Same,More
2020-06-20,N25,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Less,Same,More
2020-06-20,N25,Female,Baby Boomers,Self employed/Contractor,,Same,Same,Same,Less,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Same,Less,Less,Same
2020-06-20,N25,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Same,Same,Same,Less,Same
2020-06-20,N25,Male,Millennials,Self employed/Contractor,,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Less,Don't know/Don't buy,Same,Less,Same,Same
2020-06-20,N25,Male,Millennials,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Less,Less,More
2020-06-20,N25,Female,Gen X,Salaried employee,,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Less,Same,More
2020-06-20,N25,Male,Baby Boomers,Business owner,,Same,More,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Less,Same,Same
2020-06-20,N25,Male,Baby Boomers,Business owner,,More,More,More,More,Less,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,More,More
2020-06-20,N25,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Less,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Same,More
2020-06-20,N25,Male,Millennials,Salaried employee,,Same,More,Same,More,Don't know/Don't buy,Less,Same,Less,Don't know/Don't buy,Same,Less,Same,More
2020-06-20,N25,Male,Millennials,Salaried employee,,Same,Same,More,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Less,Less,Same,Less,Same,More
2020-06-20,N25,Female,Gen X,Salaried employee,,Same,Same,Same,Same,Don't know/Don't buy,Don't know/Don't buy,Same,Same,Don't know/Don't buy,Same,Same,Same,Same
2020-06-20,N25,Female,Millennials,Self employed/Contractor,,Same,Less,More,Less,Don't know/Don't buy,Don't know/Don't buy,Less,Less,Don't know/Don't buy,Same,Same,Less,More
2020-06-20,N26,Male,Millennials,Salaried employee,,Same,Less,Less,Less,Same,Same,Less,Less,Less,Less,Less,Same,Less
2020-06-20,N26,Female,Millennials,Business owner,,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N26,Male,Gen X,Business owner,,Less,Same,Less,Less,Less,Less,Same,Less,Same,Less,Less,Same,Less
2020-06-20,N26,Male,Millennials,Salaried employee,,Same,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N26,Male,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N26,Female,Millennials,Business owner,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N26,Male,Millennials,Salaried employee,,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less,Less
2020-06-20,N26,Female,Millennials,Salaried employee,,Less,Same,Less,Less,Less,Less,Less,Less,Less,Same,Same,Same,Same
2020-06-20,N26,Female,Millennials,Salaried employee,,Same,Same,Same,Same,Less,Less,Less,Less,Less,Less,Same,Same,Less
